"Geo","Vio","Actual incidents","Rate Per 100,000","Adults charged","Youth charged"
"Abbotsford-Mission, British Columbia","Possession of weapons",66.00,42.58,25.00,5.00
"Abbotsford-Mission, British Columbia","Offensive weapons, restricted",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Other related violations causing death",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Total, all violations",20956.00,13519.91,2885.00,574.00
"Abbotsford-Mission, British Columbia","Commit offence for criminal organization",0,0,0,0
"Abbotsford-Mission, British Columbia","Theft $5,000 or under from a motor vehicle",3693.00,2382.57,28.00,4.00
"Abbotsford-Mission, British Columbia","Cocaine, importation and exportation",2.00,1.29,1.00,0.00
"Abbotsford-Mission, British Columbia","Shoplifting over $5,000",0,0,0,0
"Abbotsford-Mission, British Columbia","Driving while prohibited",21.00,13.55,16.00,0.00
"Abbotsford-Mission, British Columbia","Total theft over $5,000 (non-motor vehicle)",80.00,51.61,19.00,9.00
"Abbotsford-Mission, British Columbia","Participate in activity of terrorist group",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Total theft under $5,000 (non-motor vehicle)",6699.00,4321.91,463.00,94.00
"Abbotsford-Mission, British Columbia","Firearms and other offensive weapons (Part III Criminal Code)",8.00,5.16,2.00,0.00
"Abbotsford-Mission, British Columbia","Total, possession, other Controlled Drugs and Substances Act drugs",43.00,27.74,4.00,0.00
"Abbotsford-Mission, British Columbia","Criminal harassment",151.00,97.42,25.00,0.00
"Abbotsford-Mission, British Columbia","Prisoner unlawfully at large",5.00,3.23,3.00,0.00
"Abbotsford-Mission, British Columbia","Offences against rights of property (Part IX Criminal Code)",28.00,18.06,9.00,3.00
"Abbotsford-Mission, British Columbia","Fail to comply with order",407.00,262.58,235.00,30.00
"Abbotsford-Mission, British Columbia","Excise Act",1.00,0.65,0.00,0.00
"Abbotsford-Mission, British Columbia","Fail to appear",122.00,78.71,76.00,6.00
"Abbotsford-Mission, British Columbia","Other violations against the administration of law and justice (Part IV Criminal Code)",62.00,40.00,12.00,2.00
"Abbotsford-Mission, British Columbia","Total other violent violations",22.00,14.19,6.00,0.00
"Abbotsford-Mission, British Columbia","Customs Act",0,0,0,0
"Abbotsford-Mission, British Columbia","Firearms Act",4.00,2.58,0.00,0.00
"Abbotsford-Mission, British Columbia","Income Tax Act",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Pointing a firearm",6.00,3.87,1.00,0.00
"Abbotsford-Mission, British Columbia","Total theft of motor vehicle",2193.00,1414.83,46.00,16.00
"Abbotsford-Mission, British Columbia","Firearm transfers or serial numbers",0.00,0.00,0,0
"Abbotsford-Mission, British Columbia","Intimidation of a justice system participant or a journalist",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Luring a child via a computer",0.00,0.00,0,0
"Abbotsford-Mission, British Columbia","Uttering threats",629.00,405.80,78.00,14.00
"Abbotsford-Mission, British Columbia","National Defence Act",0,0,0,0
"Abbotsford-Mission, British Columbia","Total robbery",192.00,123.87,47.00,10.00
"Abbotsford-Mission, British Columbia","Abduction under the age 14 contravening a custody order",3.00,1.94,2.00,0.00
"Abbotsford-Mission, British Columbia","Dangerous operation of motor vehicle, vessel or aircraft",39.00,25.16,43.00,0.00
"Abbotsford-Mission, British Columbia","Arson",140.00,90.32,5.00,4.00
"Abbotsford-Mission, British Columbia","Total Federal Statute violations",807.00,520.64,271.00,160.00
"Abbotsford-Mission, British Columbia","Cocaine, trafficking",36.00,23.23,46.00,1.00
"Abbotsford-Mission, British Columbia","Invasion of privacy (Part VI Criminal Code)",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Indecent/Harassing communications",241.00,155.48,4.00,0.00
"Abbotsford-Mission, British Columbia","Disorderly houses, gaming and betting",0,0,0,0
"Abbotsford-Mission, British Columbia","Total, all Criminal Code violations (excluding traffic)",19844.00,12802.50,2374.00,414.00
"Abbotsford-Mission, British Columbia","Homicide",4.00,2.58,3.00,0.00
"Abbotsford-Mission, British Columbia","Dangerous operation of motor vehicle evading police",10.00,6.45,9.00,0.00
"Abbotsford-Mission, British Columbia","Theft $5,000 or under",2308.00,1489.02,90.00,12.00
"Abbotsford-Mission, British Columbia","Robbery",192.00,123.87,47.00,10.00
"Abbotsford-Mission, British Columbia","Corrupting morals of a child",0.00,0.00,0,0
"Abbotsford-Mission, British Columbia","Disturb the peace",686.00,442.58,13.00,2.00
"Abbotsford-Mission, British Columbia","Dangerous operation, causing death",2.00,1.29,5.00,0.00
"Abbotsford-Mission, British Columbia","Fraudulent transactions relating to contracts and trade (Part X Criminal Code)",15.00,9.68,0.00,0.00
"Abbotsford-Mission, British Columbia","Firearms documentation or administration",9.00,5.81,0.00,0.00
"Abbotsford-Mission, British Columbia","Other Criminal Code traffic violations",3.00,1.94,0.00,0.00
"Abbotsford-Mission, British Columbia","Attempts, conspiracies, accessories (Part XIII Criminal Code)",14.00,9.03,2.00,0.00
"Abbotsford-Mission, British Columbia","Instruct offence for criminal organization",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Counterfeiting",5.00,3.23,3.00,0.00
"Abbotsford-Mission, British Columbia","Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",24.00,15.48,27.00,0.00
"Abbotsford-Mission, British Columbia","Total drug violations",565.00,364.51,248.00,5.00
"Abbotsford-Mission, British Columbia","Willful and forbidden acts in respect of certain property (Part XI Criminal Code)",14.00,9.03,1.00,0.00
"Abbotsford-Mission, British Columbia","Offences against public order (Part II Criminal Code)",9.00,5.81,1.00,0.00
"Abbotsford-Mission, British Columbia","Total mischief",2674.00,1725.15,56.00,34.00
"Abbotsford-Mission, British Columbia","Heroin, importation and exportation",1.00,0.65,0.00,0.00
"Abbotsford-Mission, British Columbia","Living off the avails of prostitution of a person under age 18",3.00,1.94,2.00,0.00
"Abbotsford-Mission, British Columbia","Total cannabis, trafficking, production or distribution",129.00,83.23,110.00,0.00
"Abbotsford-Mission, British Columbia","Arson, disregard for human life",2.00,1.29,0.00,0.00
"Abbotsford-Mission, British Columbia","Sexual offences, public morals and disorderly conduct (Part V Criminal Code)",2.00,1.29,0.00,0.00
"Abbotsford-Mission, British Columbia","Youth Criminal Justice Act",203.00,130.97,13.00,154.00
"Abbotsford-Mission, British Columbia","Cannabis, trafficking",31.00,20.00,52.00,0.00
"Abbotsford-Mission, British Columbia","Impaired operation of motor vehicle, vessel or aircraft",180.00,116.13,143.00,0.00
"Abbotsford-Mission, British Columbia","Participate in activities of criminal organization",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Murder, second degree",3.00,1.94,2.00,0.00
"Abbotsford-Mission, British Columbia","Assault, level 1",1351.00,871.61,484.00,65.00
"Abbotsford-Mission, British Columbia","All other Criminal Code (includes Part XII.1 Criminal Code)",26.00,16.77,3.00,0.00
"Abbotsford-Mission, British Columbia","Total property crime violations",14787.00,9539.94,988.00,227.00
"Abbotsford-Mission, British Columbia","Escape or helps to escape from lawful custody",11.00,7.10,9.00,1.00
"Abbotsford-Mission, British Columbia","Removal of children from Canada",0,0,0,0
"Abbotsford-Mission, British Columbia","Total breaking and entering",2099.00,1354.18,114.00,38.00
"Abbotsford-Mission, British Columbia","Anal intercourse",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Total Immigration and Refugee Protection Act",3.00,1.94,3.00,0.00
"Abbotsford-Mission, British Columbia","Bankruptcy Act",0.00,0.00,1.00,0.00
"Abbotsford-Mission, British Columbia","Theft over $5,000",72.00,46.45,19.00,9.00
"Abbotsford-Mission, British Columbia","Total administration of justice violations",971.00,626.45,421.00,46.00
"Abbotsford-Mission, British Columbia","Abduction under the age 16",0,0,0,0
"Abbotsford-Mission, British Columbia","Breaking and entering",2099.00,1354.18,114.00,38.00
"Abbotsford-Mission, British Columbia","Assault, level 2, weapon or bodily harm",140.00,90.32,78.00,21.00
"Abbotsford-Mission, British Columbia","Unsafe storage of firearms",17.00,10.97,9.00,0.00
"Abbotsford-Mission, British Columbia","Canada Shipping Act",1.00,0.65,1.00,1.00
"Abbotsford-Mission, British Columbia","Obstruct public or peace officer",46.00,29.68,27.00,2.00
"Abbotsford-Mission, British Columbia","Offences against the person and reputation (Part VIII Criminal Code)",35.00,22.58,1.00,0.00
"Abbotsford-Mission, British Columbia","Forcible confinement or kidnapping",4.00,2.58,1.00,1.00
"Abbotsford-Mission, British Columbia","Property or service for terrorist activity",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Theft over $5,000 from a motor vehicle",8.00,5.16,0.00,0.00
"Abbotsford-Mission, British Columbia","Impaired operation, failure to provide blood sample",0,0,0,0
"Abbotsford-Mission, British Columbia","Child pornography",4.00,2.58,2.00,0.00
"Abbotsford-Mission, British Columbia","Trespass at night",74.00,47.74,22.00,5.00
"Abbotsford-Mission, British Columbia","Cannabis, production",95.00,61.29,56.00,0.00
"Abbotsford-Mission, British Columbia","Total firearms, use of, discharge, pointing",8.00,5.16,1.00,0.00
"Abbotsford-Mission, British Columbia","Total cocaine, trafficking, production or distribution",38.00,24.52,47.00,1.00
"Abbotsford-Mission, British Columbia","Total impaired driving",196.00,126.45,157.00,0.00
"Abbotsford-Mission, British Columbia","Total other violations causing death",1.00,0.65,0.00,0.00
"Abbotsford-Mission, British Columbia","Discharge firearm with intent",1.00,0.65,0.00,0.00
"Abbotsford-Mission, British Columbia","Total possession of stolen property",318.00,205.16,201.00,28.00
"Abbotsford-Mission, British Columbia","Other violent violations",6.00,3.87,1.00,0.00
"Abbotsford-Mission, British Columbia","Other federal statutes",30.00,19.35,5.00,0.00
"Abbotsford-Mission, British Columbia","Offensive weapons, explosives",5.00,3.23,1.00,1.00
"Abbotsford-Mission, British Columbia","Proceeds of crime (Part XII.2 Criminal Code)",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Total violent Criminal Code violations",2914.00,1879.99,806.00,122.00
"Abbotsford-Mission, British Columbia","Freezing of property, disclosure or audit",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Sexual assault, level 1",111.00,71.61,44.00,11.00
"Abbotsford-Mission, British Columbia","Canada Health Act",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Total other violations",323.00,208.39,76.00,10.00
"Abbotsford-Mission, British Columbia","Total other assaults",7.00,4.52,1.00,0.00
"Abbotsford-Mission, British Columbia","Sexual assault, level 3, aggravated",0,0,0,0
"Abbotsford-Mission, British Columbia","Fraud",584.00,376.77,84.00,4.00
"Abbotsford-Mission, British Columbia","Possession, cannabis",285.00,183.87,46.00,3.00
"Abbotsford-Mission, British Columbia","Offences relating to currency (Part XII Criminal Code)",3.00,1.94,0.00,0.00
"Abbotsford-Mission, British Columbia","Sexual exploitation",0,0,0,0
"Abbotsford-Mission, British Columbia","Competition Act",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Total prostitution",50.00,32.26,29.00,0.00
"Abbotsford-Mission, British Columbia","Conspire to commit murder",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Total Criminal Code traffic violations",305.00,196.77,240.00,0.00
"Abbotsford-Mission, British Columbia","Other Controlled Drugs and Substances Act, trafficking",13.00,8.39,11.00,0.00
"Abbotsford-Mission, British Columbia","Other sexual violations",14.00,9.03,5.00,0.00
"Abbotsford-Mission, British Columbia","Other assaults",4.00,2.58,0.00,0.00
"Abbotsford-Mission, British Columbia","Possession, cocaine",46.00,29.68,14.00,1.00
"Abbotsford-Mission, British Columbia","Other Controlled Drugs and Substances Act, possession",30.00,19.35,2.00,0.00
"Abbotsford-Mission, British Columbia","Dangerous operation evading police, causing bodily harm",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Cannabis, importation and exportation",3.00,1.94,2.00,0.00
"Abbotsford-Mission, British Columbia","Total assaults against a peace officer",19.00,12.26,21.00,0.00
"Abbotsford-Mission, British Columbia","Abduction under the age 14, not parent or guardian",5.00,3.23,1.00,0.00
"Abbotsford-Mission, British Columbia","Murder, first degree",1.00,0.65,1.00,0.00
"Abbotsford-Mission, British Columbia","Total, all Criminal Code violations (including traffic)",20149.00,12999.27,2614.00,414.00
"Abbotsford-Mission, British Columbia","Total other Criminal Code traffic violations",109.00,70.32,83.00,0.00
"Abbotsford-Mission, British Columbia","Breach of probation",364.00,234.84,86.00,7.00
"Abbotsford-Mission, British Columbia","Unlawfully causing bodily harm",1.00,0.65,1.00,0.00
"Abbotsford-Mission, British Columbia","Using firearm in commission of offence",1.00,0.65,0.00,0.00
"Abbotsford-Mission, British Columbia","Hostage-taking",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Dangerous operation, causing bodily harm",4.00,2.58,5.00,0.00
"Abbotsford-Mission, British Columbia","Mischief",2674.00,1725.15,56.00,34.00
"Abbotsford-Mission, British Columbia","Attempted murder",2.00,1.29,0.00,0.00
"Abbotsford-Mission, British Columbia","Weapons possession contrary to order",2.00,1.29,1.00,0.00
"Abbotsford-Mission, British Columbia","Total other Federal Statutes",39.00,25.16,10.00,1.00
"Abbotsford-Mission, British Columbia","Total fail to stop or remain",30.00,19.35,5.00,0.00
"Abbotsford-Mission, British Columbia","Commission or instructing to carry out terrorist activity",0,0,0,0
"Abbotsford-Mission, British Columbia","Total other Criminal Code violations",2143.00,1382.57,580.00,65.00
"Abbotsford-Mission, British Columbia","Total sexual violations against children",0.00,0.00,0,0
"Abbotsford-Mission, British Columbia","Criminal negligence causing death",1.00,0.65,0.00,0.00
"Abbotsford-Mission, British Columbia","Corrupting morals",5.00,3.23,1.00,0.00
"Abbotsford-Mission, British Columbia","Offensive weapons, prohibited",1.00,0.65,0.00,0.00
"Ontario","Dangerous operation of motor vehicle evading police",441.00,3.65,312.00,0.00
"Ontario","Homicide",178.00,1.47,147.00,14.00
"Ontario","Disorderly houses, gaming and betting",0,0,0,0
"Ontario","Total, all Criminal Code violations (excluding traffic)",722423.00,5974.87,139325.00,38080.00
"Ontario","Indecent/Harassing communications",12279.00,101.55,184.00,25.00
"Ontario","Invasion of privacy (Part VI Criminal Code)",9.00,0.07,1.00,0.00
"Ontario","Cocaine, trafficking",1455.00,12.03,1854.00,91.00
"Ontario","Total Federal Statute violations",41054.00,339.54,24477.00,6356.00
"Ontario","Arson",2824.00,23.36,191.00,130.00
"Ontario","Attempts, conspiracies, accessories (Part XIII Criminal Code)",678.00,5.61,133.00,35.00
"Ontario","Other Criminal Code traffic violations",249.00,2.06,10.00,0.00
"Ontario","Firearms documentation or administration",278.00,2.30,17.00,1.00
"Ontario","Fraudulent transactions relating to contracts and trade (Part X Criminal Code)",984.00,8.14,31.00,9.00
"Ontario","Disturb the peace",11903.00,98.44,1523.00,205.00
"Ontario","Dangerous operation, causing death",28.00,0.23,18.00,0.00
"Ontario","Bawdy house",46.00,0.38,90.00,0.00
"Ontario","Robbery",10123.00,83.72,2040.00,1440.00
"Ontario","Corrupting morals of a child",0.00,0.00,0.00,0.00
"Ontario","Theft $5,000 or under",115596.00,956.05,4965.00,2508.00
"Ontario","Total theft of motor vehicle",46179.00,381.93,1999.00,1531.00
"Ontario","Gaming house",22.00,0.18,22.00,0.00
"Ontario","Pointing a firearm",584.00,4.83,237.00,114.00
"Ontario","Income Tax Act",3.00,0.02,1.00,0.00
"Ontario","Firearms Act",311.00,2.57,9.00,0.00
"Ontario","Customs Act",126.00,1.04,41.00,0.00
"Ontario","Total other violent violations",1073.00,8.87,317.00,73.00
"Ontario","Other violations against the administration of law and justice (Part IV Criminal Code)",2349.00,19.43,1048.00,209.00
"Ontario","Fail to appear",10323.00,85.38,7580.00,1058.00
"Ontario","Excise Act",85.00,0.70,25.00,0.00
"Ontario","Dangerous operation of motor vehicle, vessel or aircraft",2414.00,19.97,2204.00,0.00
"Ontario","National Defence Act",0,0,0,0
"Ontario","Total robbery",10123.00,83.72,2040.00,1440.00
"Ontario","Abduction under the age 14 contravening a custody order",67.00,0.55,14.00,0.00
"Ontario","Uttering threats",23609.00,195.26,5781.00,1326.00
"Ontario","Luring a child via a computer",0.00,0.00,0.00,0.00
"Ontario","Manslaughter",11.00,0.09,10.00,1.00
"Ontario","Intimidation of a justice system participant or a journalist",6.00,0.05,3.00,1.00
"Ontario","Firearm transfers or serial numbers",0.00,0.00,0.00,0.00
"Ontario","Participate in activity of terrorist group",1.00,0.01,0.00,0.00
"Ontario","Total theft over $5,000 (non-motor vehicle)",7242.00,59.90,675.00,129.00
"Ontario","Driving while prohibited",1423.00,11.77,1387.00,0.00
"Ontario","Shoplifting over $5,000",107.00,0.88,20.00,7.00
"Ontario","Cocaine, importation and exportation",274.00,2.27,129.00,7.00
"Ontario","Theft $5,000 or under from a motor vehicle",71807.00,593.89,657.00,413.00
"Ontario","Total, all violations",799322.00,6610.87,187983.00,44436.00
"Ontario","Commit offence for criminal organization",0,0,0,0
"Ontario","Other related violations causing death",3.00,0.02,0.00,0.00
"Ontario","Other violations related to gaming and betting",241.00,1.99,80.00,0.00
"Ontario","Offensive weapons, restricted",6.00,0.05,5.00,0.00
"Ontario","Possession of weapons",3030.00,25.06,1596.00,529.00
"Ontario","Fail to comply with order",25279.00,209.07,16514.00,3786.00
"Ontario","Offences against rights of property (Part IX Criminal Code)",863.00,7.14,498.00,264.00
"Ontario","Prisoner unlawfully at large",531.00,4.39,328.00,122.00
"Ontario","Criminal harassment",6284.00,51.97,2229.00,91.00
"Ontario","Total, possession, other Controlled Drugs and Substances Act drugs",1909.00,15.79,841.00,127.00
"Ontario","Firearms and other offensive weapons (Part III Criminal Code)",200.00,1.65,42.00,7.00
"Ontario","Total theft under $5,000 (non-motor vehicle)",212125.00,1754.40,16849.00,6873.00
"Ontario","Betting house",6.00,0.05,1.00,0.00
"Ontario","Criminal negligence causing bodily harm",90.00,0.74,48.00,5.00
"Ontario","Indecent acts",2386.00,19.73,412.00,28.00
"Ontario","Explosives causing death or bodily harm",6.00,0.05,4.00,4.00
"Ontario","Other Controlled Drugs and Substances Act, importation and exportation",1158.00,9.58,82.00,3.00
"Ontario","Invitation to sexual touching",0.00,0.00,0.00,0.00
"Ontario","Impaired operation, causing death",29.00,0.24,26.00,0.00
"Ontario","Sexual assault, level 2, weapon or bodily harm",121.00,1.00,57.00,6.00
"Ontario","Extortion",535.00,4.42,209.00,69.00
"Ontario","Sexual interference",0,0,0,0
"Ontario","Procuring",92.00,0.76,90.00,3.00
"Ontario","Abduction under age 14, by parent or guardian",37.00,0.31,6.00,0.00
"Ontario","Dangerous operation evading police, causing death",0.00,0.00,0.00,0.00
"Ontario","Total forcible confinement or kidnapping",1148.00,9.49,817.00,94.00
"Ontario","Assault, level 3, aggravated",1085.00,8.97,742.00,114.00
"Ontario","Infanticide",1.00,0.01,0.00,1.00
"Ontario","Shoplifting $5,000 or under",24722.00,204.47,11227.00,3952.00
"Ontario","Other prostitution",1497.00,12.38,1325.00,9.00
"Ontario","Obtains or communicates with a person under age 18 for purpose of sex",8.00,0.07,7.00,0.00
"Ontario","Heroin, possession",70.00,0.58,65.00,2.00
"Ontario","Heroin, trafficking",67.00,0.55,63.00,3.00
"Ontario","Impaired operation, failure to provide breath sample",1064.00,8.80,1011.00,0.00
"Ontario","Impaired operation, causing bodily harm",198.00,1.64,202.00,0.00
"Ontario","Other offensive weapons",56.00,0.46,6.00,6.00
"Ontario","Total abduction",198.00,1.64,35.00,2.00
"Ontario","Total weapons violations",4107.00,33.97,1981.00,572.00
"Ontario","Using firearm in commission of offence",36.00,0.30,9.00,3.00
"Ontario","Unlawfully causing bodily harm",461.00,3.81,285.00,60.00
"Ontario","Total other Criminal Code traffic violations",15228.00,125.94,4710.00,0.00
"Ontario","Breach of probation",13207.00,109.23,6397.00,964.00
"Ontario","Total, all Criminal Code violations (including traffic)",758268.00,6271.33,163506.00,38080.00
"Ontario","Abduction under the age 14, not parent or guardian",51.00,0.42,10.00,0.00
"Ontario","Murder, first degree",107.00,0.88,76.00,9.00
"Ontario","Total assaults against a peace officer",2482.00,20.53,2035.00,257.00
"Ontario","Dangerous operation evading police, causing bodily harm",11.00,0.09,7.00,0.00
"Ontario","Cannabis, importation and exportation",756.00,6.25,277.00,22.00
"Ontario","Other Controlled Drugs and Substances Act, possession",1839.00,15.21,776.00,125.00
"Ontario","Possession, cocaine",2072.00,17.14,1976.00,69.00
"Ontario","Other assaults",1403.00,11.60,714.00,134.00
"Ontario","Other sexual violations",600.00,4.96,168.00,37.00
"Ontario","Other Controlled Drugs and Substances Act, trafficking",760.00,6.29,706.00,94.00
"Ontario","Total Criminal Code traffic violations",35845.00,296.46,24181.00,0.00
"Ontario","Offensive weapons, prohibited",15.00,0.12,10.00,3.00
"Ontario","Corrupting morals",275.00,2.27,44.00,1.00
"Ontario","Criminal negligence causing death",66.00,0.55,43.00,2.00
"Ontario","Total sexual violations against children",0.00,0.00,0.00,0.00
"Ontario","Total other Criminal Code violations",85057.00,703.47,41007.00,8100.00
"Ontario","Commission or instructing to carry out terrorist activity",0,0,0,0
"Ontario","Total fail to stop or remain",10475.00,86.63,588.00,0.00
"Ontario","Total other Federal Statutes",4762.00,39.38,3045.00,123.00
"Ontario","Weapons possession contrary to order",91.00,0.75,54.00,7.00
"Ontario","Attempted murder",225.00,1.86,170.00,17.00
"Ontario","Mischief",96572.00,798.71,5251.00,2426.00
"Ontario","Dangerous operation, causing bodily harm",187.00,1.55,184.00,0.00
"Ontario","Hostage-taking",10.00,0.08,8.00,0.00
"Ontario","Freezing of property, disclosure or audit",0.00,0.00,0.00,0.00
"Ontario","Total violent Criminal Code violations",146592.00,1212.40,52347.00,11648.00
"Ontario","Proceeds of crime (Part XII.2 Criminal Code)",15.00,0.12,4.00,0.00
"Ontario","Offensive weapons, explosives",73.00,0.60,12.00,6.00
"Ontario","Other federal statutes",1822.00,15.07,563.00,4.00
"Ontario","Other violent violations",373.00,3.08,100.00,24.00
"Ontario","Total possession of stolen property",10593.00,87.61,7534.00,2947.00
"Ontario","Discharge firearm with intent",71.00,0.59,15.00,4.00
"Ontario","Total other violations causing death",69.00,0.57,43.00,2.00
"Ontario","Total impaired driving",20617.00,170.51,19471.00,0.00
"Ontario","Total cocaine, trafficking, production or distribution",1729.00,14.30,1983.00,98.00
"Ontario","Total firearms, use of, discharge, pointing",691.00,5.71,261.00,121.00
"Ontario","Conspire to commit murder",19.00,0.16,11.00,0.00
"Ontario","Total prostitution",1650.00,13.65,1514.00,13.00
"Ontario","Competition Act",14.00,0.12,2.00,0.00
"Ontario","Sexual exploitation",0,0,0,0
"Ontario","Offences relating to currency (Part XII Criminal Code)",30.00,0.25,2.00,0.00
"Ontario","Possession, cannabis",16752.00,138.55,10532.00,3002.00
"Ontario","Weapons trafficking",53.00,0.44,29.00,4.00
"Ontario","Fraud",33596.00,277.86,8174.00,821.00
"Ontario","Total other violations",13488.00,111.55,3305.00,764.00
"Ontario","Sexual assault, level 3, aggravated",17.00,0.14,7.00,0.00
"Ontario","Total other assaults",1954.00,16.16,1047.00,199.00
"Ontario","Canada Health Act",4.00,0.03,0.00,0.00
"Ontario","Sexual assault, level 1",8224.00,68.02,2628.00,626.00
"Ontario","Total administration of justice violations",52689.00,435.77,32369.00,6452.00
"Ontario","Theft over $5,000",4995.00,41.31,609.00,98.00
"Ontario","Bankruptcy Act",20.00,0.17,5.00,0.00
"Ontario","Total Immigration and Refugee Protection Act",1144.00,9.46,795.00,14.00
"Ontario","Anal intercourse",0.00,0.00,0.00,0.00
"Ontario","Total breaking and entering",81643.00,675.24,5298.00,3475.00
"Ontario","Removal of children from Canada",6.00,0.05,1.00,0.00
"Ontario","Escape or helps to escape from lawful custody",1000.00,8.27,502.00,313.00
"Ontario","Total property crime violations",490774.00,4058.99,45971.00,18332.00
"Ontario","Cannabis, production",1040.00,8.60,400.00,15.00
"Ontario","Trespass at night",1126.00,9.31,129.00,83.00
"Ontario","Child pornography",90.00,0.74,35.00,4.00
"Ontario","Impaired operation, failure to provide blood sample",15.00,0.12,15.00,0.00
"Ontario","Theft over $5,000 from a motor vehicle",2140.00,17.70,46.00,24.00
"Ontario","Property or service for terrorist activity",1.00,0.01,0.00,0.00
"Ontario","Obstruct public or peace officer",2347.00,19.41,1470.00,236.00
"Ontario","Offences against the person and reputation (Part VIII Criminal Code)",2169.00,17.94,78.00,20.00
"Ontario","Forcible confinement or kidnapping",1148.00,9.49,817.00,94.00
"Ontario","Canada Shipping Act",1233.00,10.20,1604.00,105.00
"Ontario","Unsafe storage of firearms",483.00,3.99,234.00,16.00
"Ontario","Assault, level 2, weapon or bodily harm",14941.00,123.57,8386.00,2119.00
"Ontario","Breaking and entering",81643.00,675.24,5298.00,3475.00
"Ontario","Abduction under the age 16",37.00,0.31,4.00,2.00
"Ontario","Arson, disregard for human life",59.00,0.49,23.00,7.00
"Ontario","Total cannabis, trafficking, production or distribution",4782.00,39.55,4103.00,556.00
"Ontario","Living off the avails of prostitution of a person under age 18",7.00,0.06,2.00,1.00
"Ontario","Heroin, importation and exportation",25.00,0.21,8.00,0.00
"Ontario","Total mischief",96572.00,798.71,5251.00,2426.00
"Ontario","Offences against public order (Part II Criminal Code)",213.00,1.76,73.00,7.00
"Ontario","Willful and forbidden acts in respect of certain property (Part XI Criminal Code)",889.00,7.35,103.00,38.00
"Ontario","Total drug violations",29254.00,241.95,20294.00,3952.00
"Ontario","Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",2010.00,16.62,859.00,100.00
"Ontario","Counterfeiting",1130.00,9.35,280.00,90.00
