"Geo","Vio","Actual incidents","Rate Per 100,000","Adults charged","Youth charged"
"Prince Edward Island","Unauthorized recording of a movie",0.00,0.00,0.00,0.00
"Prince Edward Island","Identity fraud",0.00,0.00,0.00,0.00
"Prince Edward Island","Total, all Criminal Code violations (including traffic)",9364.00,6748.15,1746.00,241.00
"Prince Edward Island","Shoplifting $5,000 or under",401.00,288.98,168.00,11.00
"Prince Edward Island","Dangerous operation, causing bodily harm",4.00,2.88,4.00,1.00
"Prince Edward Island","Harbour or conceal terrorist",0.00,0.00,0.00,0.00
"Prince Edward Island","Cannabis, production",18.00,12.97,3.00,0.00
"Prince Edward Island","Impaired operation (drugs) vehicle, vessel, aircraft",3.00,2.16,1.00,0.00
"Prince Edward Island","Pointing a firearm",1.00,0.72,0.00,0.00
"Prince Edward Island","Betting house",0.00,0.00,0.00,0.00
"Prince Edward Island","Cannabis, importation and exportation",0.00,0.00,0.00,0.00
"Prince Edward Island","Total other violations causing death",0.00,0.00,0.00,0.00
"Prince Edward Island","National Defence Act",0.00,0.00,0.00,0.00
"Prince Edward Island","Cocaine, trafficking",24.00,17.30,20.00,1.00
"Prince Edward Island","Total cannabis, trafficking, production or distribution",55.00,39.64,26.00,3.00
"Prince Edward Island","Making sexually explicit material available to children",0,0,0,0
"Prince Edward Island","Fraudulent transactions relating to contracts and trade (Part X Criminal Code)",2.00,1.44,0.00,0.00
"Prince Edward Island","Precursor or equipment (crystal meth, ecstasy)",0,0,0,0
"Prince Edward Island","Removal of children from Canada",0.00,0.00,0.00,0.00
"Prince Edward Island","Prisoner unlawfully at large",56.00,40.36,23.00,0.00
"Prince Edward Island","Total other Federal Statutes",47.00,33.87,18.00,0.00
"Prince Edward Island","Invasion of privacy (Part VI Criminal Code)",0.00,0.00,0.00,0.00
"Prince Edward Island","Trap likely to or causing bodily harm",0.00,0.00,0.00,0.00
"Prince Edward Island","Gaming house",0.00,0.00,0.00,0.00
"Prince Edward Island","Methylenedioxyamphetamine (ecstasy), production",0.00,0.00,0.00,0.00
"Prince Edward Island","Other violations related to gaming and betting",0.00,0.00,0.00,0.00
"Prince Edward Island","Unsafe storage of firearms",6.00,4.32,3.00,0.00
"Prince Edward Island","Murder, first degree",0.00,0.00,0.00,0.00
"Prince Edward Island","Corrupting morals of a child",0.00,0.00,0.00,0.00
"Prince Edward Island","Intimidation of a non-justice participant",0.00,0.00,0.00,0.00
"Prince Edward Island","Total cocaine, trafficking, production or distribution",24.00,17.30,20.00,1.00
"Prince Edward Island","Causing bodily harm by criminal negligence while street racing",0.00,0.00,0.00,0.00
"Prince Edward Island","Manslaughter",2.00,1.44,1.00,0.00
"Prince Edward Island","Murder, second degree",0.00,0.00,0.00,0.00
"Prince Edward Island","Theft over $5,000",20.00,14.41,0.00,0.00
"Prince Edward Island","Forcible confinement",0.00,0.00,0.00,0.00
"Prince Edward Island","Attempted murder",1.00,0.72,2.00,0.00
"Prince Edward Island","Explosives causing death or bodily harm",0.00,0.00,0.00,0.00
"Prince Edward Island","Total violent Criminal Code violations",1594.00,1148.71,438.00,68.00
"Prince Edward Island","Offences against rights of property (Part IX Criminal Code)",0.00,0.00,0.00,0.00
"Prince Edward Island","Theft $5,000 or under from a motor vehicle",956.00,688.94,4.00,6.00
"Prince Edward Island","Methylenedioxyamphetamine (ecstasy), trafficking",0.00,0.00,0.00,0.00
"Prince Edward Island","Offences relating to currency (Part XII Criminal Code)",0.00,0.00,0.00,0.00
"Prince Edward Island","Dangerous operation causing bodily harm while street racing",0.00,0.00,0.00,0.00
"Prince Edward Island","Total mischief",1920.00,1383.64,86.00,40.00
"Prince Edward Island","Dangerous operation causing death while street racing",0.00,0.00,0.00,0.00
"Prince Edward Island","Dangerous operation of motor vehicle, vessel or aircraft",33.00,23.78,25.00,6.00
"Prince Edward Island","Heroin, trafficking",0.00,0.00,0.00,0.00
"Prince Edward Island","Anal intercourse",0.00,0.00,0.00,0.00
"Prince Edward Island","Failure to provide blood sample (drugs)",0.00,0.00,0.00,0.00
"Prince Edward Island","Total other violations",117.00,84.32,34.00,5.00
"Prince Edward Island","Voyeurism",1.00,0.72,1.00,0.00
"Prince Edward Island","Proceeds of crime (Part XII.2 Criminal Code)",0.00,0.00,0.00,0.00
"Prince Edward Island","Possession, cocaine",4.00,2.88,1.00,0.00
"Prince Edward Island","Attempts, conspiracies, accessories (Part XIII Criminal Code)",5.00,3.60,4.00,0.00
"Prince Edward Island","Sexual interference",0.00,0.00,0.00,0.00
"Prince Edward Island","Arson, disregard for human life",0.00,0.00,0.00,0.00
"Prince Edward Island","Criminal harassment",99.00,71.34,14.00,0.00
"Prince Edward Island","Sexual assault, level 1",77.00,55.49,19.00,2.00
"Prince Edward Island","Fraud",354.00,255.11,89.00,5.00
"Prince Edward Island","Facilitate terrorist activity",0.00,0.00,0.00,0.00
"Prince Edward Island","Dangerous operation evading police, causing bodily harm",0.00,0.00,0.00,0.00
"Prince Edward Island","Other prostitution",0.00,0.00,0.00,0.00
"Prince Edward Island","Total other Criminal Code violations",973.00,701.19,247.00,34.00
"Prince Edward Island","All other Criminal Code (includes Part XII.1 Criminal Code)",1.00,0.72,1.00,0.00
"Prince Edward Island","Bawdy house",0.00,0.00,0.00,0.00
"Prince Edward Island","Total breaking and entering",805.00,580.12,48.00,22.00
"Prince Edward Island","Other Controlled Drugs and Substances Act, trafficking",28.00,20.18,18.00,2.00
"Prince Edward Island","Impaired operation, causing death",0.00,0.00,0.00,0.00
"Prince Edward Island","Utter threats to property or animal",1.00,0.72,0.00,0.00
"Prince Edward Island","Other Criminal Code traffic violations",0.00,0.00,0.00,0.00
"Prince Edward Island","Canada Health Act",0.00,0.00,0.00,0.00
"Prince Edward Island","Offensive weapons, explosives",1.00,0.72,0.00,0.00
"Prince Edward Island","Fail to appear",12.00,8.65,11.00,0.00
"Prince Edward Island","Dangerous operation of motor vehicle evading police",7.00,5.04,6.00,2.00
"Prince Edward Island","Property or service for terrorist activity",0.00,0.00,0.00,0.00
"Prince Edward Island","Competition Act",0.00,0.00,0.00,0.00
"Prince Edward Island","Hostage-taking",0.00,0.00,0.00,0.00
"Prince Edward Island","Methamphetamines (crystal meth), production",0.00,0.00,0.00,0.00
"Prince Edward Island","Kidnapping",0.00,0.00,0.00,0.00
"Prince Edward Island","Abduction under age 14, by parent or guardian",0.00,0.00,0.00,0.00
"Prince Edward Island","Other Controlled Drugs and Substances Act, production",0.00,0.00,0.00,0.00
"Prince Edward Island","Child pornography",9.00,6.49,0.00,0.00
"Prince Edward Island","Total abduction",0.00,0.00,0.00,0.00
"Prince Edward Island","Methylenedioxyamphetamine (ecstasy), importation and exportation",0.00,0.00,0.00,0.00
"Prince Edward Island","Intimidation of a justice system participant or a journalist",0.00,0.00,0.00,0.00
"Prince Edward Island","Sexual Exploitation of a person with a disability",0.00,0.00,0.00,0.00
"Prince Edward Island","Total other Criminal Code traffic violations",170.00,122.51,97.00,12.00
"Prince Edward Island","Sexual assault, level 3, aggravated",0.00,0.00,1.00,0.00
"Prince Edward Island","Total fail to stop or remain",64.00,46.12,10.00,1.00
"Prince Edward Island","Total, all violations",9622.00,6934.08,1876.00,262.00
"Prince Edward Island","Total property crime violations",6162.00,4440.63,552.00,122.00
"Prince Edward Island","Infanticide",0.00,0.00,0.00,0.00
"Prince Edward Island","Impaired operation (drugs), causing bodily harm",0.00,0.00,0.00,0.00
"Prince Edward Island","Total drug violations",201.00,144.85,111.00,13.00
"Prince Edward Island","Abduction under the age 16",0.00,0.00,0.00,0.00
"Prince Edward Island","Cocaine, importation and exportation",0.00,0.00,0.00,0.00
"Prince Edward Island","Other violations against the administration of law and justice (Part IV Criminal Code)",32.00,23.06,12.00,1.00
"Prince Edward Island","Commission or instructing to carry out terrorist activity",0.00,0.00,0.00,0.00
"Prince Edward Island","Corrupting morals",1.00,0.72,0.00,0.00
"Prince Edward Island","Sexual assault, level 2, weapon or bodily harm",0.00,0.00,0.00,0.00
"Prince Edward Island","Income Tax Act",0.00,0.00,0.00,0.00
"Prince Edward Island","Luring a child via a computer",2.00,1.44,0.00,0.00
"Prince Edward Island","Total, all Criminal Code violations (excluding traffic)",8729.00,6290.54,1237.00,224.00
"Prince Edward Island","Total weapons violations",25.00,18.02,8.00,1.00
"Prince Edward Island","Offensive weapons, restricted",0.00,0.00,0.00,0.00
"Prince Edward Island","Forcible confinement or kidnapping",7.00,5.04,8.00,0.00
"Prince Edward Island","Breach of probation",99.00,71.34,56.00,5.00
"Prince Edward Island","Criminal negligence causing bodily harm",0.00,0.00,0.00,0.00
"Prince Edward Island","Methamphetamines (crystal meth), trafficking",0.00,0.00,0.00,0.00
"Prince Edward Island","Firearms documentation or administration",0.00,0.00,0.00,0.00
"Prince Edward Island","Total theft of motor vehicle",168.00,121.07,11.00,13.00
"Prince Edward Island","Unlawfully causing bodily harm",1.00,0.72,1.00,0.00
"Prince Edward Island","Abduction under the age 14, not parent or guardian",0.00,0.00,0.00,0.00
"Prince Edward Island","Excise Act",25.00,18.02,14.00,0.00
"Prince Edward Island","Sexual offences, public morals and disorderly conduct (Part V Criminal Code)",1.00,0.72,0.00,0.00
"Prince Edward Island","Trespass at night",15.00,10.81,2.00,0.00
"Prince Edward Island","Robbery to steal a firearm",0.00,0.00,0.00,0.00
"Prince Edward Island","Abduction under the age 14 contravening a custody order",0.00,0.00,0.00,0.00
"Prince Edward Island","Theft over $5,000 from a motor vehicle",6.00,4.32,0.00,0.00
"Prince Edward Island","Breaking and entering to steal a firearm",0.00,0.00,0.00,0.00
"Prince Edward Island","Canada Shipping Act",0.00,0.00,0.00,0.00
"Prince Edward Island","Total Criminal Code traffic violations",635.00,457.61,509.00,17.00
"Prince Edward Island","Impaired operation, failure to provide blood sample",0.00,0.00,0.00,0.00
"Prince Edward Island","Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",29.00,20.90,18.00,2.00
"Prince Edward Island","Possession, cannabis",68.00,49.00,32.00,7.00
"Prince Edward Island","Total assaults against a peace officer",13.00,9.37,14.00,4.00
"Prince Edward Island","Cocaine, production",0.00,0.00,0.00,0.00
"Prince Edward Island","Impaired operation, causing bodily harm",4.00,2.88,3.00,0.00
"Prince Edward Island","Sexual exploitation",0.00,0.00,0.00,0.00
"Prince Edward Island","Methamphetamines (crystal meth), importation and exportation",0.00,0.00,0.00,0.00
"Prince Edward Island","Methamphetamines (crystal meth), possession",0.00,0.00,0.00,0.00
"Prince Edward Island","Robbery",24.00,17.30,11.00,2.00
"Prince Edward Island","Total trafficking in stolen property",0,0,0,0
"Prince Edward Island","Total possession of stolen property",88.00,63.42,75.00,10.00
"Prince Edward Island","Hoax terrorism",0.00,0.00,0.00,0.00
"Prince Edward Island","Heroin, importation and exportation",0.00,0.00,0.00,0.00
"Prince Edward Island","Freezing of property, disclosure or audit",0.00,0.00,0.00,0.00
"Prince Edward Island","Participate in activity of terrorist group",0.00,0.00,0.00,0.00
"Prince Edward Island","Assault, level 1",675.00,486.44,226.00,38.00
"Prince Edward Island","Firearms and other offensive weapons (Part III Criminal Code)",3.00,2.16,0.00,0.00
"Prince Edward Island","Using firearm in commission of offence",0.00,0.00,0.00,0.00
"Prince Edward Island","Fail to comply with order",139.00,100.17,85.00,17.00
"Prince Edward Island","Total administration of justice violations",346.00,249.34,191.00,25.00
"Prince Edward Island","Total robbery",24.00,17.30,11.00,2.00
"Prince Edward Island","Total Federal Statute violations",258.00,185.93,130.00,21.00
"Prince Edward Island","Impaired operation, failure to provide breath sample",15.00,10.81,16.00,0.00
"Prince Edward Island","Other Controlled Drugs and Substances Act, possession",21.00,15.13,14.00,0.00
"Prince Edward Island","Invitation to sexual touching",0.00,0.00,0.00,0.00
"Prince Edward Island","Obtains or communicates with a person under age 18 for purpose of sex",0.00,0.00,0.00,0.00
"Prince Edward Island","Altering, removing or destroying Vehicle Identification Number (VIN)",0,0,0,0
"Prince Edward Island","Theft $5,000 or under",1402.00,1010.35,68.00,15.00
"Prince Edward Island","Other related violations causing death",0.00,0.00,0.00,0.00
"Prince Edward Island","Shoplifting over $5,000",3.00,2.16,0.00,0.00
"Prince Edward Island","Other assaults",1.00,0.72,0.00,0.00
"Prince Edward Island","Indecent acts",30.00,21.62,3.00,1.00
"Prince Edward Island","Dangerous operation evading police, causing death",0.00,0.00,0.00,0.00
"Prince Edward Island","Weapons trafficking",1.00,0.72,0.00,0.00
"Prince Edward Island","Uttering threats",345.00,248.62,75.00,11.00
"Prince Edward Island","Cannabis, trafficking",37.00,26.66,23.00,3.00
"Newfoundland and Labrador","Abduction under the age 16",1.00,0.20,0.00,0.00
"Newfoundland and Labrador","Cocaine, importation and exportation",1.00,0.20,0.00,0.00
"Newfoundland and Labrador","Commission or instructing to carry out terrorist activity",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Corrupting morals",1.00,0.20,0.00,0.00
"Newfoundland and Labrador","Other violations against the administration of law and justice (Part IV Criminal Code)",189.00,36.95,77.00,14.00
"Newfoundland and Labrador","Sexual assault, level 3, aggravated",1.00,0.20,3.00,0.00
"Newfoundland and Labrador","Total fail to stop or remain",174.00,34.01,21.00,0.00
"Newfoundland and Labrador","Total property crime violations",19740.00,3858.91,1866.00,513.00
"Newfoundland and Labrador","Total, all violations",36175.00,7071.74,6861.00,1329.00
"Newfoundland and Labrador","Total drug violations",1070.00,209.17,380.00,50.00
"Newfoundland and Labrador","Impaired operation (drugs), causing bodily harm",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Infanticide",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Total theft of motor vehicle",437.00,85.43,35.00,23.00
"Newfoundland and Labrador","Unlawfully causing bodily harm",1.00,0.20,0.00,1.00
"Newfoundland and Labrador","Abduction under the age 14, not parent or guardian",2.00,0.39,0.00,0.00
"Newfoundland and Labrador","Excise Act",264.00,51.61,21.00,0.00
"Newfoundland and Labrador","Income Tax Act",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Sexual assault, level 2, weapon or bodily harm",4.00,0.78,1.00,0.00
"Newfoundland and Labrador","Total weapons violations",195.00,38.12,53.00,5.00
"Newfoundland and Labrador","Total, all Criminal Code violations (excluding traffic)",32183.00,6291.36,5216.00,1129.00
"Newfoundland and Labrador","Luring a child via a computer",3.00,0.59,0.00,0.00
"Newfoundland and Labrador","Breach of probation",400.00,78.19,232.00,36.00
"Newfoundland and Labrador","Offensive weapons, restricted",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Forcible confinement or kidnapping",43.00,8.41,35.00,2.00
"Newfoundland and Labrador","Firearms documentation or administration",86.00,16.81,0.00,0.00
"Newfoundland and Labrador","Methamphetamines (crystal meth), trafficking",1.00,0.20,1.00,0.00
"Newfoundland and Labrador","Criminal negligence causing bodily harm",2.00,0.39,1.00,0.00
"Newfoundland and Labrador","All other Criminal Code (includes Part XII.1 Criminal Code)",13.00,2.54,1.00,0.00
"Newfoundland and Labrador","Total other Criminal Code violations",4695.00,917.81,1186.00,226.00
"Newfoundland and Labrador","Total breaking and entering",2812.00,549.71,297.00,192.00
"Newfoundland and Labrador","Bawdy house",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Impaired operation, causing death",3.00,0.59,6.00,0.00
"Newfoundland and Labrador","Utter threats to property or animal",45.00,8.80,2.00,1.00
"Newfoundland and Labrador","Other Controlled Drugs and Substances Act, trafficking",67.00,13.10,13.00,2.00
"Newfoundland and Labrador","Canada Health Act",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Other Criminal Code traffic violations",5.00,0.98,2.00,1.00
"Newfoundland and Labrador","Offensive weapons, explosives",9.00,1.76,0.00,0.00
"Newfoundland and Labrador","Fail to appear",80.00,15.64,49.00,3.00
"Newfoundland and Labrador","Arson, disregard for human life",3.00,0.59,1.00,0.00
"Newfoundland and Labrador","Sexual interference",3.00,0.59,1.00,0.00
"Newfoundland and Labrador","Attempts, conspiracies, accessories (Part XIII Criminal Code)",10.00,1.95,4.00,1.00
"Newfoundland and Labrador","Sexual assault, level 1",416.00,81.32,129.00,21.00
"Newfoundland and Labrador","Criminal harassment",197.00,38.51,29.00,1.00
"Newfoundland and Labrador","Other prostitution",12.00,2.35,1.00,0.00
"Newfoundland and Labrador","Dangerous operation evading police, causing bodily harm",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Fraud",1136.00,222.07,271.00,18.00
"Newfoundland and Labrador","Facilitate terrorist activity",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Kidnapping",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Methamphetamines (crystal meth), production",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Other Controlled Drugs and Substances Act, production",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Abduction under age 14, by parent or guardian",1.00,0.20,0.00,0.00
"Newfoundland and Labrador","Methylenedioxyamphetamine (ecstasy), importation and exportation",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Total abduction",7.00,1.37,0.00,0.00
"Newfoundland and Labrador","Intimidation of a justice system participant or a journalist",2.00,0.39,2.00,0.00
"Newfoundland and Labrador","Child pornography",15.00,2.93,2.00,0.00
"Newfoundland and Labrador","Total other Criminal Code traffic violations",409.00,79.95,191.00,15.00
"Newfoundland and Labrador","Sexual Exploitation of a person with a disability",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Competition Act",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Property or service for terrorist activity",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Dangerous operation of motor vehicle evading police",48.00,9.38,40.00,5.00
"Newfoundland and Labrador","Hostage-taking",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Total administration of justice violations",1739.00,339.95,982.00,193.00
"Newfoundland and Labrador","Total Federal Statute violations",2000.00,390.97,551.00,167.00
"Newfoundland and Labrador","Total robbery",137.00,26.78,47.00,17.00
"Newfoundland and Labrador","Other Controlled Drugs and Substances Act, possession",63.00,12.32,20.00,2.00
"Newfoundland and Labrador","Impaired operation, failure to provide breath sample",47.00,9.19,42.00,2.00
"Newfoundland and Labrador","Participate in activity of terrorist group",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Freezing of property, disclosure or audit",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Firearms and other offensive weapons (Part III Criminal Code)",29.00,5.67,2.00,1.00
"Newfoundland and Labrador","Assault, level 1",3415.00,667.59,1070.00,188.00
"Newfoundland and Labrador","Using firearm in commission of offence",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Fail to comply with order",1027.00,200.77,599.00,128.00
"Newfoundland and Labrador","Other assaults",9.00,1.76,1.00,0.00
"Newfoundland and Labrador","Shoplifting over $5,000",12.00,2.35,6.00,1.00
"Newfoundland and Labrador","Indecent acts",92.00,17.98,9.00,0.00
"Newfoundland and Labrador","Uttering threats",1768.00,345.62,317.00,70.00
"Newfoundland and Labrador","Weapons trafficking",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Dangerous operation evading police, causing death",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Cannabis, trafficking",268.00,52.39,109.00,21.00
"Newfoundland and Labrador","Altering, removing or destroying Vehicle Identification Number (VIN)",0,0,0,0
"Newfoundland and Labrador","Theft $5,000 or under",2918.00,570.43,196.00,47.00
"Newfoundland and Labrador","Obtains or communicates with a person under age 18 for purpose of sex",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Invitation to sexual touching",4.00,0.78,1.00,0.00
"Newfoundland and Labrador","Other related violations causing death",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Theft over $5,000 from a motor vehicle",13.00,2.54,1.00,0.00
"Newfoundland and Labrador","Breaking and entering to steal a firearm",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Canada Shipping Act",11.00,2.15,1.00,0.00
"Newfoundland and Labrador","Total Criminal Code traffic violations",1992.00,389.41,1094.00,33.00
"Newfoundland and Labrador","Impaired operation, failure to provide blood sample",5.00,0.98,2.00,0.00
"Newfoundland and Labrador","Sexual offences, public morals and disorderly conduct (Part V Criminal Code)",3.00,0.59,0.00,0.00
"Newfoundland and Labrador","Trespass at night",40.00,7.82,2.00,0.00
"Newfoundland and Labrador","Abduction under the age 14 contravening a custody order",3.00,0.59,0.00,0.00
"Newfoundland and Labrador","Robbery to steal a firearm",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Robbery",137.00,26.78,47.00,17.00
"Newfoundland and Labrador","Methamphetamines (crystal meth), possession",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Methamphetamines (crystal meth), importation and exportation",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Total trafficking in stolen property",0,0,0,0
"Newfoundland and Labrador","Hoax terrorism",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Total possession of stolen property",147.00,28.74,104.00,23.00
"Newfoundland and Labrador","Heroin, importation and exportation",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",72.00,14.08,16.00,2.00
"Newfoundland and Labrador","Possession, cannabis",499.00,97.55,171.00,22.00
"Newfoundland and Labrador","Total assaults against a peace officer",108.00,21.11,89.00,20.00
"Newfoundland and Labrador","Impaired operation, causing bodily harm",9.00,1.76,7.00,4.00
"Newfoundland and Labrador","Cocaine, production",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Sexual exploitation",2.00,0.39,0.00,0.00
"Newfoundland and Labrador","Mischief",9400.00,1837.58,309.00,122.00
"Newfoundland and Labrador","Bankruptcy Act",0.00,0.00,1.00,0.00
"Newfoundland and Labrador","Assault, level 2, weapon or bodily harm",719.00,140.56,368.00,66.00
"Newfoundland and Labrador","Disorderly houses, gaming and betting",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Break and enter to steal a firearm from a motor vehicle",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Heroin, production",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Weapons possession contrary to order",6.00,1.17,7.00,0.00
"Newfoundland and Labrador","Total sexual violations against children",12.00,2.35,2.00,0.00
"Newfoundland and Labrador","Other violent violations",8.00,1.56,1.00,0.00
"Newfoundland and Labrador","Willful and forbidden acts in respect of certain property (Part XI Criminal Code)",47.00,9.19,5.00,0.00
"Newfoundland and Labrador","Causing death by criminal negligence while street racing",0.00,0.00,0.00,0.00
"Newfoundland and Labrador","Total prostitution",14.00,2.74,1.00,0.00
"Newfoundland and Labrador","Extortion",3.00,0.59,1.00,0.00
"Newfoundland and Labrador","Total Immigration and Refugee Protection Act",1.00,0.20,0.00,0.00
