"Geo","Vio","Actual incidents","Rate Per 100,000","Adults charged","Youth charged"
"Abbotsford-Mission, British Columbia","Prisoner unlawfully at large",5.00,3.05,5.00,0.00
"Abbotsford-Mission, British Columbia","Criminal negligence causing death",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Cannabis, production",100.00,60.94,52.00,0.00
"Abbotsford-Mission, British Columbia","Participate in activity of terrorist group",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Sexual assault, level 3, aggravated",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Uttering threats",602.00,366.84,113.00,25.00
"Abbotsford-Mission, British Columbia","Firearms Act",10.00,6.09,1.00,0.00
"Abbotsford-Mission, British Columbia","Facilitate terrorist activity",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Mischief",2288.00,1394.23,44.00,28.00
"Abbotsford-Mission, British Columbia","Attempted murder",4.00,2.44,7.00,0.00
"Abbotsford-Mission, British Columbia","Dangerous operation evading police, causing death",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Cocaine, production",0,0,0,0
"Abbotsford-Mission, British Columbia","Pointing a firearm",9.00,5.48,1.00,0.00
"Abbotsford-Mission, British Columbia","Methylenedioxyamphetamine (ecstasy), trafficking",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Total theft over $5,000 (non-motor vehicle)",134.00,81.66,6.00,0.00
"Abbotsford-Mission, British Columbia","Offensive weapons, prohibited",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Trespass at night",58.00,35.34,0.00,2.00
"Abbotsford-Mission, British Columbia","Firearms documentation or administration",2.00,1.22,0.00,0.00
"Abbotsford-Mission, British Columbia","Breaking and entering to steal a firearm",0,0,0,0
"Abbotsford-Mission, British Columbia","Competition Act",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Other violent violations",2.00,1.22,0.00,0.00
"Abbotsford-Mission, British Columbia","Total firearms, use of, discharge, pointing",29.00,17.67,2.00,0.00
"Abbotsford-Mission, British Columbia","Homicide",3.00,1.83,0.00,0.00
"Abbotsford-Mission, British Columbia","Canada Health Act",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Unlawfully causing bodily harm",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Sexual exploitation",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Robbery to steal a firearm",0,0,0,0
"Abbotsford-Mission, British Columbia","Offences against public order (Part II Criminal Code)",4.00,2.44,0.00,0.00
"Abbotsford-Mission, British Columbia","Other assaults",11.00,6.70,5.00,1.00
"Abbotsford-Mission, British Columbia","Other Controlled Drugs and Substances Act, possession",48.00,29.25,10.00,0.00
"Abbotsford-Mission, British Columbia","Fraudulent transactions relating to contracts and trade (Part X Criminal Code)",3.00,1.83,0.00,0.00
"Abbotsford-Mission, British Columbia","Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",29.00,17.67,33.00,3.00
"Abbotsford-Mission, British Columbia","Counterfeiting",6.00,3.66,1.00,1.00
"Abbotsford-Mission, British Columbia","Advocating genocide",0,0,0,0
"Abbotsford-Mission, British Columbia","Total other assaults",12.00,7.31,5.00,1.00
"Abbotsford-Mission, British Columbia","Total other Criminal Code violations",2407.00,1466.74,528.00,44.00
"Abbotsford-Mission, British Columbia","Breaking and entering",1937.00,1180.34,78.00,18.00
"Abbotsford-Mission, British Columbia","Dangerous operation causing death while street racing",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Obstruct public or peace officer",44.00,26.81,20.00,3.00
"Abbotsford-Mission, British Columbia","Total other violations causing death",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Indecent/Harassing communications",224.00,136.50,2.00,0.00
"Abbotsford-Mission, British Columbia","Criminal harassment",113.00,68.86,23.00,1.00
"Abbotsford-Mission, British Columbia","Willful and forbidden acts in respect of certain property (Part XI Criminal Code)",6.00,3.66,0.00,0.00
"Abbotsford-Mission, British Columbia","Forcible confinement",0,0,0,0
"Abbotsford-Mission, British Columbia","Total Federal Statute violations",767.00,467.38,275.00,46.00
"Abbotsford-Mission, British Columbia","Dangerous operation, causing bodily harm",5.00,3.05,3.00,0.00
"Abbotsford-Mission, British Columbia","Voyeurism",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Methylenedioxyamphetamine (ecstasy), possession",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Total fail to stop or remain",47.00,28.64,8.00,0.00
"Abbotsford-Mission, British Columbia","Procuring",3.00,1.83,2.00,0.00
"Abbotsford-Mission, British Columbia","Total, all Criminal Code violations (excluding traffic)",17692.00,10780.90,2109.00,292.00
"Abbotsford-Mission, British Columbia","Assault, level 3, aggravated",16.00,9.75,6.00,1.00
"Abbotsford-Mission, British Columbia","Total violent Criminal Code violations",2698.00,1644.07,805.00,123.00
"Abbotsford-Mission, British Columbia","Cannabis, trafficking",45.00,27.42,42.00,3.00
"Abbotsford-Mission, British Columbia","Excise Act",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Living off the avails of prostitution of a person under age 18",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Other Controlled Drugs and Substances Act, trafficking",22.00,13.41,23.00,3.00
"Abbotsford-Mission, British Columbia","Cannabis, importation and exportation",1.00,0.61,5.00,0.00
"Abbotsford-Mission, British Columbia","Total theft of motor vehicle",1919.00,1169.37,48.00,4.00
"Abbotsford-Mission, British Columbia","Explosives causing death or bodily harm",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Freezing of property, disclosure or audit",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Unauthorized recording of a movie",0,0,0,0
"Abbotsford-Mission, British Columbia","Causing bodily harm by criminal negligence while street racing",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Impaired operation, failure to provide breath sample",15.00,9.14,14.00,0.00
"Abbotsford-Mission, British Columbia","Other related violations causing death",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Escape or helps to escape from lawful custody",4.00,2.44,3.00,1.00
"Abbotsford-Mission, British Columbia","Firearms and other offensive weapons (Part III Criminal Code)",8.00,4.87,0.00,0.00
"Abbotsford-Mission, British Columbia","Abduction under the age 14, not parent or guardian",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Murder, second degree",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Impaired operation (drugs), causing bodily harm",0,0,0,0
"Abbotsford-Mission, British Columbia","Fraud",546.00,332.71,63.00,1.00
"Abbotsford-Mission, British Columbia","Heroin, production",0,0,0,0
"Abbotsford-Mission, British Columbia","Youth Criminal Justice Act",64.00,39.00,1.00,28.00
"Abbotsford-Mission, British Columbia","Total, all violations",18888.00,11509.70,2717.00,338.00
"Abbotsford-Mission, British Columbia","Total robbery",173.00,105.42,58.00,10.00
"Abbotsford-Mission, British Columbia","Making sexually explicit material available to children",0,0,0,0
"Abbotsford-Mission, British Columbia","Cocaine, trafficking",61.00,37.17,61.00,5.00
"Abbotsford-Mission, British Columbia","Dangerous operation of motor vehicle evading police",38.00,23.16,17.00,0.00
"Abbotsford-Mission, British Columbia","All other Criminal Code (includes Part XII.1 Criminal Code)",28.00,17.06,13.00,0.00
"Abbotsford-Mission, British Columbia","Proceeds of crime (Part XII.2 Criminal Code)",4.00,2.44,3.00,0.00
"Abbotsford-Mission, British Columbia","Driving while prohibited",54.00,32.91,54.00,0.00
"Abbotsford-Mission, British Columbia","Intimidation of a non-justice participant",0,0,0,0
"Abbotsford-Mission, British Columbia","Extortion",17.00,10.36,11.00,0.00
"Abbotsford-Mission, British Columbia","Luring a child via a computer",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Fail to appear",24.00,14.62,14.00,2.00
"Abbotsford-Mission, British Columbia","Hoax terrorism",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Total property crime violations",12587.00,7670.09,776.00,125.00
"Abbotsford-Mission, British Columbia","Total other Federal Statutes",104.00,63.37,2.00,0.00
"Abbotsford-Mission, British Columbia","Total other Criminal Code traffic violations",166.00,101.15,98.00,0.00
"Abbotsford-Mission, British Columbia","Arson",173.00,105.42,7.00,2.00
"Abbotsford-Mission, British Columbia","Customs Act",1.00,0.61,0.00,0.00
"Abbotsford-Mission, British Columbia","Trap likely to or causing bodily harm",0,0,0,0
"Abbotsford-Mission, British Columbia","Indecent acts",41.00,24.98,4.00,0.00
"Abbotsford-Mission, British Columbia","Other Controlled Drugs and Substances Act, importation and exportation",3.00,1.83,4.00,0.00
"Abbotsford-Mission, British Columbia","Commission or instructing to carry out terrorist activity",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Total Criminal Code traffic violations",429.00,261.42,333.00,0.00
"Abbotsford-Mission, British Columbia","Attempts, conspiracies, accessories (Part XIII Criminal Code)",1.00,0.61,0.00,0.00
"Abbotsford-Mission, British Columbia","Canada Shipping Act",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Other sexual violations",24.00,14.62,6.00,1.00
"Abbotsford-Mission, British Columbia","Weapons possession contrary to order",4.00,2.44,3.00,0.00
"Abbotsford-Mission, British Columbia","Using firearm in commission of offence",12.00,7.31,1.00,0.00
"Abbotsford-Mission, British Columbia","Bestiality, commit or compel person",0,0,0,0
"Abbotsford-Mission, British Columbia","Weapons trafficking",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Disturb the peace",1344.00,818.99,21.00,4.00
"Abbotsford-Mission, British Columbia","Total drug violations",599.00,365.01,272.00,18.00
"Abbotsford-Mission, British Columbia","Other Criminal Code traffic violations",1.00,0.61,1.00,0.00
"Abbotsford-Mission, British Columbia","Corrupting morals",1.00,0.61,0.00,0.00
"Abbotsford-Mission, British Columbia","Incest",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Assault, level 1",960.00,584.99,370.00,48.00
"Abbotsford-Mission, British Columbia","Total cocaine, trafficking, production or distribution",62.00,37.78,65.00,5.00
"Abbotsford-Mission, British Columbia","Methamphetamines (crystal meth), importation and exportation",0,0,0,0
"Abbotsford-Mission, British Columbia","Other violations against the administration of law and justice (Part IV Criminal Code)",57.00,34.73,12.00,0.00
"Abbotsford-Mission, British Columbia","Identity fraud",0,0,0,0
"Abbotsford-Mission, British Columbia","Property or service for terrorist activity",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Unauthorized importing or exporting of weapons",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Methamphetamines (crystal meth), possession",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Heroin, possession",11.00,6.70,4.00,0.00
"Abbotsford-Mission, British Columbia","Unsafe storage of firearms",12.00,7.31,4.00,0.00
"Abbotsford-Mission, British Columbia","Infanticide",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Abduction under the age 16",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Corrupting morals of a child",0,0,0,0
"Abbotsford-Mission, British Columbia","Utter threats to property or animal",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Other Controlled Drugs and Substances Act, production",0,0,0,0
"Abbotsford-Mission, British Columbia","Impaired operation, causing bodily harm",3.00,1.83,1.00,0.00
"Abbotsford-Mission, British Columbia","Dangerous operation evading police, causing bodily harm",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Heroin, trafficking",4.00,2.44,6.00,0.00
"Abbotsford-Mission, British Columbia","Arson, disregard for human life",5.00,3.05,6.00,0.00
"Abbotsford-Mission, British Columbia","Total other violations",255.00,155.39,54.00,6.00
"Abbotsford-Mission, British Columbia","Instruct offence for criminal organization",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Failure to comply or refusal (drugs)",0,0,0,0
"Abbotsford-Mission, British Columbia","Offences relating to currency (Part XII Criminal Code)",2.00,1.22,0.00,0.00
"Abbotsford-Mission, British Columbia","Sexual Exploitation of a person with a disability",0,0,0,0
"Abbotsford-Mission, British Columbia","Discharge firearm with intent",8.00,4.87,0.00,0.00
"Abbotsford-Mission, British Columbia","Total sexual violations against children",1.00,0.61,1.00,0.00
"Abbotsford-Mission, British Columbia","Fail to comply with order",312.00,190.12,228.00,25.00
"Abbotsford-Mission, British Columbia","Mischief to religious property motivated by hate",0,0,0,0
"Abbotsford-Mission, British Columbia","Disorderly houses, gaming and betting",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Criminal negligence causing bodily harm",1.00,0.61,0.00,0.00
"Abbotsford-Mission, British Columbia","Total impaired driving",263.00,160.26,235.00,0.00
"Abbotsford-Mission, British Columbia","Hostage-taking",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Invitation to sexual touching",1.00,0.61,1.00,0.00
"Abbotsford-Mission, British Columbia","Dangerous operation of motor vehicle while street racing",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Obtains or communicates with a person under age 18 for purpose of sex",1.00,0.61,0.00,0.00
"Abbotsford-Mission, British Columbia","Total other violent violations",33.00,20.11,13.00,1.00
"Abbotsford-Mission, British Columbia","Conspire to commit murder",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Methamphetamines (crystal meth), production",0,0,0,0
"Abbotsford-Mission, British Columbia","Total Immigration and Refugee Protection Act",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Total abduction",6.00,3.66,2.00,0.00
"Abbotsford-Mission, British Columbia","Offensive weapons, restricted",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Forcible confinement or kidnapping",25.00,15.23,20.00,2.00
"Abbotsford-Mission, British Columbia","Kidnapping",0,0,0,0
"Abbotsford-Mission, British Columbia","Manslaughter",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Total mischief",2288.00,1394.23,44.00,28.00
"Abbotsford-Mission, British Columbia","Bankruptcy Act",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Cocaine, importation and exportation",1.00,0.61,4.00,0.00
"Abbotsford-Mission, British Columbia","Gaming house",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Theft over $5,000",99.00,60.33,5.00,0.00
"Abbotsford-Mission, British Columbia","Total cannabis, trafficking, production or distribution",146.00,88.97,99.00,3.00
"Abbotsford-Mission, British Columbia","Commit offence for criminal organization",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Robbery",173.00,105.42,58.00,10.00
"Abbotsford-Mission, British Columbia","Methylenedioxyamphetamine (ecstasy), importation and exportation",0,0,0,0
"Abbotsford-Mission, British Columbia","Total breaking and entering",1937.00,1180.34,78.00,18.00
"Abbotsford-Mission, British Columbia","Impaired operation (drugs), causing death",0,0,0,0
"Abbotsford-Mission, British Columbia","Break and enter to steal a firearm from a motor vehicle",0,0,0,0
"Abbotsford-Mission, British Columbia","Shoplifting $5,000 or under",785.00,478.35,274.00,50.00
"Abbotsford-Mission, British Columbia","Failure to provide blood sample (drugs)",0,0,0,0
"Abbotsford-Mission, British Columbia","Betting house",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Firearm transfers or serial numbers",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Other offensive weapons",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Heroin, importation and exportation",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","National Defence Act",0.00,0.00,0.00,0.00
"Abbotsford-Mission, British Columbia","Methylenedioxyamphetamine (ecstasy), production",0,0,0,0
"Abbotsford-Mission, British Columbia","Possession, cocaine",83.00,50.58,25.00,0.00
"Abbotsford-Mission, British Columbia","Possession, cannabis",220.00,134.06,36.00,7.00
"Alberta","Offences relating to currency (Part XII Criminal Code)",14.00,0.41,2.00,0.00
"Alberta","Sexual Exploitation of a person with a disability",0,0,0,0
"Alberta","Instruct offence for criminal organization",0.00,0.00,0.00,0.00
"Alberta","Failure to comply or refusal (drugs)",0,0,0,0
"Alberta","Fail to comply with order",13958.00,407.97,9378.00,1402.00
"Alberta","Discharge firearm with intent",47.00,1.37,16.00,8.00
"Alberta","Total sexual violations against children",15.00,0.44,3.00,1.00
"Alberta","Heroin, trafficking",19.00,0.56,26.00,2.00
"Alberta","Total other violations",4310.00,125.97,1786.00,188.00
"Alberta","Arson, disregard for human life",44.00,1.29,15.00,5.00
"Alberta","Total abduction",76.00,2.22,17.00,2.00
"Alberta","Total Immigration and Refugee Protection Act",39.00,1.14,5.00,0.00
"Alberta","Methamphetamines (crystal meth), production",0,0,0,0
"Alberta","Kidnapping",0,0,0,0
"Alberta","Manslaughter",11.00,0.32,12.00,7.00
"Alberta","Offensive weapons, restricted",0.00,0.00,0.00,0.00
"Alberta","Forcible confinement or kidnapping",565.00,16.51,490.00,25.00
"Alberta","Criminal negligence causing bodily harm",26.00,0.76,13.00,5.00
"Alberta","Total impaired driving",11803.00,344.98,9381.00,0.00
"Alberta","Hostage-taking",7.00,0.20,5.00,0.00
"Alberta","Invitation to sexual touching",1.00,0.03,1.00,0.00
"Alberta","Mischief to religious property motivated by hate",0,0,0,0
"Alberta","Disorderly houses, gaming and betting",0.00,0.00,0.00,0.00
"Alberta","Conspire to commit murder",2.00,0.06,0.00,0.00
"Alberta","Dangerous operation of motor vehicle while street racing",0.00,0.00,0.00,0.00
"Alberta","Obtains or communicates with a person under age 18 for purpose of sex",3.00,0.09,1.00,0.00
"Alberta","Total other violent violations",397.00,11.60,112.00,18.00
"Alberta","Commit offence for criminal organization",0.00,0.00,0.00,0.00
"Alberta","Robbery",3546.00,103.64,866.00,310.00
"Alberta","Gaming house",2.00,0.06,12.00,0.00
"Alberta","Theft over $5,000",1528.00,44.66,213.00,14.00
"Alberta","Total cannabis, trafficking, production or distribution",878.00,25.66,584.00,108.00
"Alberta","Methylenedioxyamphetamine (ecstasy), importation and exportation",0,0,0,0
"Alberta","Total breaking and entering",26046.00,761.28,2085.00,846.00
"Alberta","Total mischief",59834.00,1748.84,2426.00,937.00
"Alberta","Bankruptcy Act",2.00,0.06,0.00,0.00
"Alberta","Cocaine, importation and exportation",6.00,0.18,2.00,0.00
"Alberta","Heroin, importation and exportation",1.00,0.03,3.00,0.00
"Alberta","National Defence Act",0.00,0.00,0.00,0.00
"Alberta","Firearm transfers or serial numbers",0.00,0.00,0.00,0.00
"Alberta","Other offensive weapons",0.00,0.00,0.00,0.00
"Alberta","Possession, cannabis",3717.00,108.64,2105.00,397.00
"Alberta","Possession, cocaine",1294.00,37.82,1059.00,39.00
"Alberta","Methylenedioxyamphetamine (ecstasy), production",0,0,0,0
"Alberta","Break and enter to steal a firearm from a motor vehicle",0,0,0,0
"Alberta","Impaired operation (drugs), causing death",0,0,0,0
"Alberta","Failure to provide blood sample (drugs)",0,0,0,0
"Alberta","Shoplifting $5,000 or under",9766.00,285.44,4969.00,1003.00
"Alberta","Betting house",0.00,0.00,0.00,0.00
"Alberta","Extortion",109.00,3.19,52.00,8.00
"Alberta","Proceeds of crime (Part XII.2 Criminal Code)",70.00,2.05,15.00,0.00
"Alberta","Intimidation of a non-justice participant",0,0,0,0
"Alberta","Driving while prohibited",1355.00,39.60,1315.00,0.00
"Alberta","Fail to appear",5610.00,163.97,2189.00,205.00
"Alberta","Hoax terrorism",1.00,0.03,0.00,0.00
"Alberta","Luring a child via a computer",10.00,0.29,1.00,0.00
"Alberta","Total robbery",3546.00,103.64,866.00,310.00
"Alberta","Making sexually explicit material available to children",0,0,0,0
"Alberta","Heroin, production",0,0,0,0
"Alberta","Youth Criminal Justice Act",806.00,23.56,169.00,407.00
"Alberta","Total, all violations",348036.00,10172.44,75921.00,11186.00
"Alberta","All other Criminal Code (includes Part XII.1 Criminal Code)",47.00,1.37,15.00,1.00
"Alberta","Dangerous operation of motor vehicle evading police",258.00,7.54,204.00,0.00
"Alberta","Cocaine, trafficking",1931.00,56.44,1708.00,108.00
"Alberta","Commission or instructing to carry out terrorist activity",1.00,0.03,0.00,0.00
"Alberta","Total Criminal Code traffic violations",16794.00,490.86,12599.00,0.00
"Alberta","Trap likely to or causing bodily harm",0,0,0,0
"Alberta","Indecent acts",597.00,17.45,101.00,9.00
"Alberta","Other Controlled Drugs and Substances Act, importation and exportation",23.00,0.67,4.00,1.00
"Alberta","Attempts, conspiracies, accessories (Part XIII Criminal Code)",35.00,1.02,10.00,1.00
"Alberta","Total other Federal Statutes",1264.00,36.94,226.00,110.00
"Alberta","Total property crime violations",213115.00,6228.95,20202.00,4919.00
"Alberta","Customs Act",114.00,3.33,6.00,0.00
"Alberta","Total other Criminal Code traffic violations",4991.00,145.88,3218.00,0.00
"Alberta","Arson",1465.00,42.82,70.00,72.00
"Alberta","Weapons trafficking",7.00,0.20,5.00,0.00
"Alberta","Bestiality, commit or compel person",0,0,0,0
"Alberta","Other Criminal Code traffic violations",1.00,0.03,0.00,0.00
"Alberta","Total drug violations",8869.00,259.22,6053.00,745.00
"Alberta","Corrupting morals",5.00,0.15,1.00,0.00
"Alberta","Assault, level 1",23113.00,675.55,9401.00,1149.00
"Alberta","Incest",1.00,0.03,0.00,0.00
"Alberta","Disturb the peace",24766.00,723.86,516.00,53.00
"Alberta","Weapons possession contrary to order",63.00,1.84,61.00,1.00
"Alberta","Canada Shipping Act",25.00,0.73,2.00,0.00
"Alberta","Other sexual violations",216.00,6.31,49.00,8.00
"Alberta","Using firearm in commission of offence",23.00,0.67,8.00,3.00
"Alberta","Unsafe storage of firearms",176.00,5.14,57.00,1.00
"Alberta","Infanticide",0.00,0.00,0.00,0.00
"Alberta","Dangerous operation evading police, causing bodily harm",7.00,0.20,6.00,0.00
"Alberta","Abduction under the age 16",7.00,0.20,2.00,1.00
"Alberta","Corrupting morals of a child",0,0,0,0
"Alberta","Other Controlled Drugs and Substances Act, production",0,0,0,0
"Alberta","Utter threats to property or animal",1.00,0.03,1.00,1.00
"Alberta","Impaired operation, causing bodily harm",108.00,3.16,95.00,0.00
"Alberta","Total cocaine, trafficking, production or distribution",1937.00,56.61,1710.00,108.00
"Alberta","Methamphetamines (crystal meth), importation and exportation",0,0,0,0
"Alberta","Other violations against the administration of law and justice (Part IV Criminal Code)",1097.00,32.06,286.00,35.00
"Alberta","Identity fraud",0,0,0,0
"Alberta","Unauthorized importing or exporting of weapons",11.00,0.32,9.00,0.00
"Alberta","Methamphetamines (crystal meth), possession",0.00,0.00,0.00,0.00
"Alberta","Heroin, possession",18.00,0.53,15.00,1.00
"Alberta","Property or service for terrorist activity",0.00,0.00,0.00,0.00
