"Geo","Vio","Actual incidents","Rate Per 100,000","Adults charged","Youth charged"
"Saskatchewan","Impaired operation, causing bodily harm",69.00,6.15,69.00,2.00
"Saskatchewan","Methamphetamines (crystal meth), importation and exportation",0.00,0.00,0.00,0.00
"Saskatchewan","Total abduction",21.00,1.87,9.00,0.00
"Saskatchewan","Other offensive weapons",0.00,0.00,0.00,0.00
"Saskatchewan","Total weapons violations",1003.00,89.37,632.00,203.00
"Saskatchewan","Dangerous operation evading police, causing death",0.00,0.00,0.00,0.00
"Saskatchewan","Total forcible confinement or kidnapping",152.00,13.54,102.00,1.00
"Saskatchewan","Advertising sexual services",0.00,0.00,0.00,0.00
"Saskatchewan","Assault, level 3, aggravated",403.00,35.91,303.00,45.00
"Saskatchewan","Shoplifting $5,000 or under",3622.00,322.73,1776.00,192.00
"Saskatchewan","Obtains or communicates with a person under age 18 for purpose of sex",1.00,0.09,1.00,0.00
"Saskatchewan","Other prostitution",76.00,6.77,67.00,1.00
"Saskatchewan","Mischief relating to war memorials",0.00,0.00,0.00,0.00
"Saskatchewan","Infanticide",0.00,0.00,0.00,0.00
"Saskatchewan","Dangerous operation causing death while street racing",0.00,0.00,0.00,0.00
"Saskatchewan","Extortion",37.00,3.30,6.00,1.00
"Saskatchewan","Sexual assault, level 2, weapon or bodily harm",22.00,1.96,11.00,0.00
"Saskatchewan","Heroin, production",0.00,0.00,0.00,0.00
"Saskatchewan","Sexual interference",169.00,15.06,49.00,4.00
"Saskatchewan","Altering, removing or destroying Vehicle Identification Number (VIN)",1.00,0.09,0.00,0.00
"Saskatchewan","Procuring",8.00,0.71,0.00,0.00
"Saskatchewan","Abduction under age 14, by parent or guardian",4.00,0.36,3.00,0.00
"Saskatchewan","Criminal negligence causing bodily harm",16.00,1.43,8.00,2.00
"Saskatchewan","Householder permitting illegal sexual activity: person under the age of 16 years",0,0,0,0
"Saskatchewan","Indecent acts",127.00,11.32,35.00,1.00
"Saskatchewan","Invitation to sexual touching",13.00,1.16,4.00,1.00
"Saskatchewan","Other Controlled Drugs and Substances Act, importation and exportation",5.00,0.45,0.00,0.00
"Saskatchewan","Explosives causing death or bodily harm",0.00,0.00,0.00,0.00
"Saskatchewan","Impaired operation, causing death",22.00,1.96,18.00,0.00
"Saskatchewan","Total trafficking in stolen property",23.00,2.05,19.00,2.00
"Kingston, Ontario","Trespass at night",11.00,6.65,1.00,0.00
"Kingston, Ontario","Cannabis, production",6.00,3.63,4.00,0.00
"Kingston, Ontario","Child pornography",12.00,7.26,5.00,0.00
"Kingston, Ontario","Voyeurism",1.00,0.60,1.00,0.00
"Kingston, Ontario","Impaired operation, failure to provide blood sample",0.00,0.00,0.00,0.00
"Kingston, Ontario","Theft over $5,000 from a motor vehicle",8.00,4.84,1.00,0.00
"Kingston, Ontario","Property or service for terrorist activity",0.00,0.00,0.00,0.00
"Kingston, Ontario","Offences against the person and reputation (Part VIII Criminal Code)",0.00,0.00,0.00,0.00
"Kingston, Ontario","Obstruct public or peace officer",20.00,12.10,15.00,3.00
"Kingston, Ontario","Forcible confinement or kidnapping",0.00,0.00,0.00,0.00
"Kingston, Ontario","Methylenedioxyamphetamine (ecstasy), importation and exportation",0.00,0.00,0.00,0.00
"Kingston, Ontario","Canada Shipping Act",4.00,2.42,6.00,0.00
"Kingston, Ontario","Unsafe storage of firearms",2.00,1.21,2.00,0.00
"Kingston, Ontario","Methylenedioxyamphetamine (ecstasy), possession",0.00,0.00,0.00,0.00
"Kingston, Ontario","Breaking and entering",548.00,331.46,89.00,15.00
"Kingston, Ontario","Methylenedioxyamphetamine (ecstasy), trafficking",1.00,0.60,1.00,0.00
"Kingston, Ontario","Assault, level 2, weapon or bodily harm",133.00,80.45,96.00,7.00
"Kingston, Ontario","Abduction under the age 16",0.00,0.00,0.00,0.00
"Kingston, Ontario","Total administration of justice violations",727.00,439.73,590.00,38.00
"Kingston, Ontario","Theft over $5,000",32.00,19.36,6.00,0.00
"Kingston, Ontario","Bankruptcy Act",0.00,0.00,0.00,0.00
"Kingston, Ontario","Total Immigration and Refugee Protection Act",1.00,0.60,0.00,0.00
"Kingston, Ontario","Procuring - person under 18 years",0.00,0.00,0.00,0.00
"Kingston, Ontario","Anal intercourse",0.00,0.00,0.00,0.00
"Kingston, Ontario","Public incitement of hatred",0.00,0.00,0.00,0.00
"Kingston, Ontario","Total breaking and entering",550.00,332.67,89.00,15.00
"Kingston, Ontario","Utter threats to property or animal",6.00,3.63,0.00,0.00
"Kingston, Ontario","Removal of children from Canada",0.00,0.00,0.00,0.00
"Kingston, Ontario","Escape or helps to escape from lawful custody",12.00,7.26,7.00,4.00
"Kingston, Ontario","Total property crime violations",5747.00,3476.12,684.00,53.00
"Kingston, Ontario","Dangerous operation of motor vehicle while street racing",1.00,0.60,0.00,0.00
"Kingston, Ontario","Householder permitting prohibited sexual activity",0.00,0.00,0.00,0.00
"Kingston, Ontario","Nonconsensual distribution of intimate images",0.00,0.00,0.00,0.00
"Kingston, Ontario","All other Criminal Code (includes Part XII.1 Criminal Code)",36.00,21.77,22.00,0.00
"Kingston, Ontario","Assault, level 1",559.00,338.12,222.00,27.00
"Kingston, Ontario","Murder, second degree",0.00,0.00,0.00,0.00
"Kingston, Ontario","Participate in activities of criminal organization",0.00,0.00,0.00,0.00
"Kingston, Ontario","Impaired operation of motor vehicle, vessel or aircraft",98.00,59.28,87.00,1.00
"Kingston, Ontario","Cannabis, trafficking",40.00,24.19,46.00,3.00
"Kingston, Ontario","Youth Criminal Justice Act",6.00,3.63,0.00,5.00
"Kingston, Ontario","Unauthorized importing or exporting of weapons",0.00,0.00,0.00,0.00
"Kingston, Ontario","Sexual offences, public morals and disorderly conduct (Part V Criminal Code)",1.00,0.60,0.00,0.00
"Kingston, Ontario","Arson, disregard for human life",1.00,0.60,1.00,0.00
"Kingston, Ontario","Failure to comply or refusal (drugs)",0.00,0.00,0.00,0.00
"Kingston, Ontario","Total commodification of sexual activity violations",0.00,0.00,0.00,0.00
"Kingston, Ontario","Total cannabis, trafficking, production or distribution",46.00,27.82,50.00,3.00
"Kingston, Ontario","Heroin, importation and exportation",0.00,0.00,0.00,0.00
"Kingston, Ontario","Living off the avails of prostitution of a person under age 18",0.00,0.00,0.00,0.00
"Kingston, Ontario","Offences against public order (Part II Criminal Code)",1.00,0.60,1.00,0.00
"Kingston, Ontario","Total mischief",1170.00,707.68,84.00,13.00
"Kingston, Ontario","Willful and forbidden acts in respect of certain property (Part XI Criminal Code)",6.00,3.63,2.00,0.00
"Kingston, Ontario","Total drug violations",219.00,132.46,200.00,10.00
"Kingston, Ontario","Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",41.00,24.80,39.00,0.00
"Kingston, Ontario","Leaving Canada to commit offence for terrorist group",0.00,0.00,0.00,0.00
"Kingston, Ontario","Counterfeiting",0.00,0.00,0.00,0.00
"Kingston, Ontario","Instruct offence for criminal organization",0.00,0.00,0.00,0.00
"Kingston, Ontario","Identity fraud",1.00,0.60,0.00,0.00
"Kingston, Ontario","Offensive weapons, prohibited",0.00,0.00,0.00,0.00
"Kingston, Ontario","Corrupting morals",5.00,3.02,0.00,0.00
"Kingston, Ontario","Criminal negligence causing death",0.00,0.00,0.00,0.00
"Kingston, Ontario","Leaving Canada to facilitate terrorist activity",0.00,0.00,0.00,0.00
"Kingston, Ontario","Total sexual violations against children",20.00,12.10,5.00,0.00
"Kingston, Ontario","Methamphetamines (crystal meth), possession",13.00,7.86,13.00,0.00
"Kingston, Ontario","Total other Criminal Code violations",967.00,584.90,687.00,41.00
"Kingston, Ontario","Mischief to religious property motivated by hate",1.00,0.60,1.00,0.00
"Kingston, Ontario","Commission or instructing to carry out terrorist activity",0.00,0.00,0.00,0.00
"Kingston, Ontario","Receive material benefit from sexual services provided by a person under 18 years",0.00,0.00,0.00,0.00
"Kingston, Ontario","Robbery to steal a firearm",0.00,0.00,0.00,0.00
"Kingston, Ontario","Parent or guardian procuring sexual activity: person procured under the age of 16 years",0,0,0,0
"Kingston, Ontario","Total fail to stop or remain",2.00,1.21,1.00,0.00
"Kingston, Ontario","Total other Federal Statutes",16.00,9.68,12.00,0.00
"Kingston, Ontario","Weapons possession contrary to order",5.00,3.02,5.00,0.00
"Kingston, Ontario","Attempted murder",4.00,2.42,3.00,0.00
"Kingston, Ontario","Sexual Exploitation of a person with a disability",0.00,0.00,0.00,0.00
"Kingston, Ontario","Mischief",1169.00,707.08,83.00,13.00
"Kingston, Ontario","Dangerous operation, causing bodily harm",2.00,1.21,2.00,0.00
"Kingston, Ontario","Hostage-taking",0.00,0.00,0.00,0.00
"Kingston, Ontario","Impaired operation (drugs), causing bodily harm",1.00,0.60,1.00,0.00
"Kingston, Ontario","Using firearm in commission of offence",1.00,0.60,2.00,0.00
"Kingston, Ontario","Unlawfully causing bodily harm",0.00,0.00,0.00,0.00
"Kingston, Ontario","Total other Criminal Code traffic violations",44.00,26.61,37.00,0.00
"Kingston, Ontario","Breach of probation",321.00,194.16,286.00,12.00
"Kingston, Ontario","Impaired operation (drugs) vehicle, vessel, aircraft",3.00,1.81,3.00,0.00
"Kingston, Ontario","Total, all Criminal Code violations (including traffic)",8387.00,5072.95,2081.00,156.00
"Kingston, Ontario","Abduction under the age 14, not parent or guardian",0.00,0.00,0.00,0.00
"Kingston, Ontario","Murder, first degree",0.00,0.00,0.00,0.00
"Kingston, Ontario","Total assaults against a peace officer",43.00,26.01,35.00,3.00
"Kingston, Ontario","Leaving Canada to commit offence that is terrorist activity",0.00,0.00,0.00,0.00
"Kingston, Ontario","Cannabis, importation and exportation",0.00,0.00,0.00,0.00
"Kingston, Ontario","Dangerous operation evading police, causing bodily harm",0.00,0.00,0.00,0.00
"Kingston, Ontario","Other Controlled Drugs and Substances Act, possession",42.00,25.40,36.00,1.00
"Kingston, Ontario","Possession, cocaine",6.00,3.63,5.00,0.00
"Kingston, Ontario","Other sexual violations",0.00,0.00,0.00,0.00
"Kingston, Ontario","Other assaults",4.00,2.42,1.00,0.00
"Kingston, Ontario","Other Controlled Drugs and Substances Act, trafficking",12.00,7.26,13.00,0.00
"Kingston, Ontario","Total Criminal Code traffic violations",154.00,93.15,134.00,1.00
"Kingston, Ontario","Causing death by criminal negligence while street racing",0.00,0.00,0.00,0.00
