"Saguenay, Quebec","Unsafe storage of firearms",6.00,4.05,2.00,0.00,2.00
"Saguenay, Quebec","Total other Federal Statutes",19.00,12.82,7.00,0.00,7.00
"Saguenay, Quebec","Assault, level 2, weapon or bodily harm",135.00,91.12,52.00,3.00,55.00
"Saguenay, Quebec","Shoplifting over $5,000",..,..,..,..,..
"Saguenay, Quebec","Fraud",272.00,183.58,76.00,0.00,76.00
"Saguenay, Quebec","Offences against public order (Part II Criminal Code)",12.00,8.10,4.00,0.00,4.00
"Saguenay, Quebec","Trespass at night",5.00,3.37,2.00,0.00,2.00
"Saguenay, Quebec","Attempts, conspiracies, accessories (Part XIII Criminal Code)",1.00,0.67,0.00,0.00,0.00
"Saguenay, Quebec","Total theft over $5,000 (non-motor vehicle)",44.00,29.70,4.00,0.00,4.00
"Saguenay, Quebec","Homicide",..,..,..,..,..
"Saguenay, Quebec","Possession, cocaine",6.00,4.05,8.00,0.00,8.00
"Saguenay, Quebec","Cannabis, importation and exportation",1.00,0.67,0.00,0.00,0.00
"Saguenay, Quebec","Total violent Criminal Code violations",1201.00,810.59,351.00,28.00,379.00
"Saguenay, Quebec","Weapons trafficking",..,..,..,..,..
"Saguenay, Quebec","National Defence Act",0.00,0.00,0.00,0.00,0.00
"Saguenay, Quebec","Bawdy house",..,..,..,..,..
"Saguenay, Quebec","Unlawfully causing bodily harm",7.00,4.72,2.00,0.00,2.00
"Saguenay, Quebec","Mischief",827.00,558.17,37.00,10.00,47.00
"Saguenay, Quebec","Indecent acts",14.00,9.45,1.00,0.00,1.00
"Saguenay, Quebec","Heroin, possession",..,..,..,..,..
"Saguenay, Quebec","Sexual assault, level 3, aggravated",1.00,0.67,0.00,0.00,0.00
"Saguenay, Quebec","Total theft under $5,000 (non-motor vehicle)",1794.00,1210.82,166.00,22.00,188.00
"Saguenay, Quebec","Hostage-taking",..,..,..,..,..
"Saguenay, Quebec","Total prostitution",3.00,2.02,1.00,0.00,1.00
"Saguenay, Quebec","Total theft of motor vehicle",509.00,343.54,25.00,10.00,35.00
"Saguenay, Quebec","Other offensive weapons",..,..,..,..,..
"Saguenay, Quebec","Offences relating to currency (Part XII Criminal Code)",14.00,9.45,0.00,0.00,0.00
"Saguenay, Quebec","Dangerous operation evading police, causing bodily harm",..,..,..,..,..
"Saguenay, Quebec","Total Federal Statute violations",223.00,150.51,123.00,20.00,143.00
"Saguenay, Quebec","Other related violations causing death",..,..,..,..,..
"Saguenay, Quebec","Total, all Criminal Code violations (including traffic)",6556.00,4424.83,1344.00,92.00,1436.00
"Saguenay, Quebec","Firearms documentation or administration",2.00,1.35,1.00,0.00,1.00
"Saguenay, Quebec","Impaired operation, causing bodily harm",2.00,1.35,2.00,0.00,2.00
"Saguenay, Quebec","Murder, first degree",..,..,..,..,..
"Saguenay, Quebec","Total other assaults",18.00,12.15,7.00,0.00,7.00
"Saguenay, Quebec","Dangerous operation evading police, causing death",..,..,..,..,..
"Saguenay, Quebec","Fraudulent transactions relating to contracts and trade (Part X Criminal Code)",2.00,1.35,1.00,0.00,1.00
"Saguenay, Quebec","Other sexual violations",10.00,6.75,2.00,1.00,3.00
"Saguenay, Quebec","Murder, second degree",..,..,..,..,..
"Saguenay, Quebec","Prisoner unlawfully at large",11.00,7.42,7.00,0.00,7.00
"Saguenay, Quebec","Total fail to stop or remain",12.00,8.10,4.00,0.00,4.00
"Saguenay, Quebec","Obstruct public or peace officer",5.00,3.37,2.00,0.00,2.00
"Saguenay, Quebec","Total drug violations",194.00,130.94,115.00,20.00,135.00
"Saguenay, Quebec","Total other violations",58.00,39.15,10.00,0.00,10.00
"Saguenay, Quebec","Firearms Act",5.00,3.37,2.00,0.00,2.00
"Saguenay, Quebec","Other Controlled Drugs and Substances Act, possession",20.00,13.50,14.00,1.00,15.00
"Saguenay, Quebec","Dangerous operation of motor vehicle evading police",2.00,1.35,1.00,0.00,1.00
"Saguenay, Quebec","Income Tax Act",0.00,0.00,0.00,0.00,0.00
"Saguenay, Quebec","Abduction under the age 14 contravening a custody order",..,..,..,..,..
"Saguenay, Quebec","Total breaking and entering",936.00,631.73,85.00,5.00,90.00
"Saguenay, Quebec","Sexual assault, level 1",95.00,64.12,15.00,3.00,18.00
"Saguenay, Quebec","Living off the avails of prostitution of a person under age 18",0.00,0.00,0.00,0.00,0.00
"Saguenay, Quebec","Theft over $5,000",25.00,16.87,2.00,0.00,2.00
"Saguenay, Quebec","Total, all Criminal Code violations (excluding traffic)",6149.00,4150.13,935.00,92.00,1027.00
"Saguenay, Quebec","Corrupting morals",1.00,0.67,0.00,0.00,0.00
"Saguenay, Quebec","Robbery",27.00,18.22,11.00,0.00,11.00
"Saguenay, Quebec","Total weapons violations",12.00,8.10,5.00,1.00,6.00
"Saguenay, Quebec","Sexual assault, level 2, weapon or bodily harm",..,..,..,..,..
"Saguenay, Quebec","Total forcible confinement or kidnapping",14.00,9.45,11.00,0.00,11.00
"Saguenay, Quebec","Sexual interference",..,..,..,..,..
"Saguenay, Quebec","Total abduction",..,..,..,..,..
"Saguenay, Quebec","Impaired operation, failure to provide breath sample",11.00,7.42,12.00,0.00,12.00
"Saguenay, Quebec","Using firearm in commission of offence",0.00,0.00,0.00,0.00,0.00
"Saguenay, Quebec","Total possession of stolen property",20.00,13.50,3.00,3.00,6.00
"Saguenay, Quebec","Total mischief",827.00,558.17,37.00,10.00,47.00
"Saguenay, Quebec","Assault, level 3, aggravated",6.00,4.05,2.00,0.00,2.00
"Saguenay, Quebec","Fail to appear",0.00,0.00,0.00,0.00,0.00
"Saguenay, Quebec","Invasion of privacy (Part VI Criminal Code)",0.00,0.00,0.00,0.00,0.00
"Saguenay, Quebec","Firearms and other offensive weapons (Part III Criminal Code)",..,..,..,..,..
"Saguenay, Quebec","Counterfeiting",25.00,16.87,7.00,1.00,8.00
"Saguenay, Quebec","Other Criminal Code traffic violations",..,..,..,..,..
"Saguenay, Quebec","Procuring",1.00,0.67,1.00,0.00,1.00
"Saguenay, Quebec","Offensive weapons, prohibited",..,..,..,..,..
"Saguenay, Quebec","Shoplifting $5,000 or under",251.00,169.41,94.00,11.00,105.00
"Saguenay, Quebec","Canada Shipping Act",..,..,..,..,..
"Saguenay, Quebec","Sexual offences, public morals and disorderly conduct (Part V Criminal Code)",..,..,..,..,..
"Saguenay, Quebec","Total other violent violations",17.00,11.47,5.00,1.00,6.00
"Saguenay, Quebec","Cannabis, production",19.00,12.82,7.00,1.00,8.00
